sno,year,name,Rating,hour
12855,2003,Tom and Jerry: Hijinks and Shrieks,2.2,2
12856,2004,Knots,4.9,2
12857,1997,Cold Feet: Season 1,3.8,3
12858,1955,Groucho Marx: You Bet Your Life: The Best Episodes,1.6,1
12859,1977,Allegro Non Troppo,2.6,3
12860,1998,Permanent Midnight,3.5,2
12861,1989,Little Monsters,1.2,1
12862,1991,Don't Tell Mom the Babysitter's Dead,2.1,1
12863,1997,Tidal Wave: No Escape,2.4,1
12864,2004,Chokher Bali,4.1,1
12865,2001,The Shrink Is In,4.9,3
12866,1984,Bolero,4.4,3
12867,1972,Last Tango in Paris,4.8,2
12868,1964,Seance on a Wet Afternoon,2.5,1
12869,1981,The Great Muppet Caper,4.3,3
12870,1993,Schindler's List,3,1
12871,1926,Our Hospitality / Sherlock Jr.,1.9,1
12872,2004,Eagles: Farewell I Tour: Live from Melbourne,3.8,1
12873,1982,Wrong Is Right,3.7,3
12874,2005,Dora the Explorer: Big Sister Dora,3.6,3
12875,1950,Treasure Island,3.1,2
12876,2000,Rat,4,1
12877,1999,Smiling Fish and Goat on Fire,4.5,2
12878,2002,Frontier House,2.8,3
12879,1985,Demons,4.2,2
12881,2001,Moulin Rouge,2,3
12882,1997,Lilith Fair: A Celebration of Women in Music,1.5,2
12883,1998,Love and Rage,3.1,2
12885,1981,Mephisto,4.6,3
12886,2001,VeggieTales: Lyle the Kindly Viking,2.8,2
12887,2000,Legend of the Chupacabra,4.4,2
12888,1993,Bopha!,4.8,2
12889,1975,Race with the Devil,4.9,3
12890,1976,Carrie,5,1
12891,2003,24: Season 3,2,2
12892,1995,Smoke,1.3,2
12893,2004,Driving Miss Wealthy,2.7,2
12894,1960,The Time Machine,2.6,1
12895,1997,Ivanhoe,3.1,1
12896,1994,Bullets Over Broadway,2.4,2
12897,2002,Unspeakable,3.5,2
12898,1989,Fright Night Part II,3,3
12899,1976,Pinocchio,3.4,1
12900,2001,Reba: Season 1,2.6,3
12901,1998,Star Kid,4.6,3
12902,2002,Big Trouble,1,3
12903,1999,Head On,4.7,3
12904,1967,You Only Live Twice,3.9,1
12905,1993,Paul McCartney: Paul is Live in Concert,3.5,1
12906,1962,The Three Stooges in Orbit,4.9,1
12907,1995,Nelly and Monsieur Arnaud,1.4,1
12908,1996,Faithful,1.5,3
12909,1983,A Christmas Story: 20th Anniversary Edition: Bonus Material,3.4,1
12910,1981,The Devil & Max Devlin,3.7,1
12911,1999,Double Jeopardy,1.7,3
12912,1982,Metropolitan Opera: Puccini: La Boheme,2.2,2
12913,1988,Funny Farm,2.2,3
12914,2003,Dragon Ball Z: Cell Games,4,2
12915,2003,Jay Jay the Jet Plane: Good Friends Forever,4.1,1
12917,1990,Rikyu,3.1,2
12918,1997,Men in Black,4.1,3
12919,1970,Chisum,3.5,2
12920,1999,Attack the Gas Station!,1,3
12921,1919,Chaplin: The Collection: Vol. 3,2.6,3
12922,1999,It's the Rage,1.7,3
12923,1998,Boltneck,4.7,2
12924,1994,Where the Red Fern Grows 2,2.4,1
12925,1979,The Dukes of Hazzard: Season 1,4.3,3
12926,1988,Red Heat,1.7,2
12927,1975,The Prisoner of Second Avenue,2.7,1
12928,1982,National Geographic: Egypt: Quest for Eternity,3.2,2
12929,1944,Sherlock Holmes: The Pearl of Death,1,2
12930,1998,Occult History of the 3rd Reich #1: Enigma of the Swastika,3.4,3
12931,1978,Heaven Can Wait,2.9,3
12932,1994,Blue Tiger,3.4,3
12933,2002,Interstate 60,3.6,1
12934,1989,Police Academy 6: City Under Siege,4.3,3
12935,2004,Bob Dylan: MTV Unplugged,2.7,3
12936,1999,Hollywood Musicals of the '50s,2.5,3
12937,1999,Buffy the Vampire Slayer: Season 4,2.7,1
12938,1978,Scared Straight!,1.7,3
12939,2001,The Best of Primetime Glick,1.6,1
12940,1997,Event Horizon,3.5,1
12941,1999,Treehouse Hostage,1.5,1
12942,1962,Sanjuro,3.7,2
12943,2002,The Best of Power Rangers: The Ultimate Rangers,2.8,1
12944,1949,A Letter to Three Wives,1.6,3
12945,2001,American Outlaws,1.2,2
12946,1992,Mystery Science Theater 3000: Hercules Unchained,1.8,2
12947,2000,The Day I Became a Woman,2.7,3
12948,1986,'Round Midnight,2.9,2
12949,2003,Midsomer Murders: A Talent for Life,2.2,3
12950,1973,Love & Anarchy,3.7,3
12951,1981,Ghost Story,1.1,3
12952,2005,The God Who Wasn't There,4.2,3
12953,1972,The Getaway,3.6,2
12954,1999,Merle Haggard in Concert,4.2,3
12955,2001,The Perfect Wife,1.3,3
12956,2000,Angel: Season 2,3.9,3
12957,2004,Greendale,2.6,1
12958,1991,Home Improvement: Season 1,1.4,2
12959,2004,Poker: More Secrets of No-Limit Hold 'Em,2.6,2
12960,2001,Inspiracion,2.6,1
12961,2000,Sally Hemings: An American Scandal,2.9,1
12962,2000,Phir Bhi Dil Hai Hindustani,1.8,2
12963,2003,Brush With Fate,2,3
12964,2005,Pride FC: Pride Fighting Legacy: Vol. 2,3.4,1
12965,1974,Kolchak: The Night Stalker: The Complete Series,1.3,2
12966,2004,The Aviator,2.2,3
12967,2005,Elaan,1.9,2
12968,1982,Nature: Horses,2.8,2
12969,2000,Great Trains of America: Western Railroading,3.9,1
12970,1982,Firefox,2,1
12971,2003,Dracula: Pages from a Virgin's Diary,1.6,3
12972,2000,A Regular Frankie Fan: Rocky Horror Lives On,4.4,2
12973,2000,Hera Pheri,2.6,3
12974,1993,Benny and Joon,2.9,1
12975,1997,Open Your Eyes,5,2
12977,1974,Free to Be You and Me,4.5,2
12978,1931,Monkey Business,1.8,2
12979,2002,The Adventures of Ociee Nash,2.2,1
12980,2004,Life as We Know It: The Complete Series,3.1,3
12981,1992,La Sentinelle,3.9,1
12982,2004,Craig Shoemaker: Live: That's a True Story!,1.6,3
12983,1995,Trainspotting: Collector's Edition: Bonus Material,1.4,2
12984,1951,Radar Men from the Moon,1.7,1
12985,2005,Tom and Jerry: Spotlight Collection: Vol. 2,3.9,3
12986,1995,The Prophecy,3.4,1
12987,1999,Lain #3: Deus,4.8,1
12988,1949,The Fighting Kentuckian,4.3,1
12989,1986,Big Trouble,3.1,1
12990,2000,Carnivore,3.4,1
12991,2001,The Affair of the Necklace,2.9,1
12992,2005,Socha Na Tha,4.4,1
12993,1999,The John Wayne Collection: Vol. 3: The Dawn Rider / The Trail Beyond,3.8,2
12994,1998,One Tough Cop,3.3,1
12995,1983,Andy Kaufman: The Andy Kaufman Show: Soundstage,2.9,3
12996,1997,Operation Delta Force 2,3.2,3
12997,2004,Seed of Chucky,1.1,1
12998,1979,All Quiet on the Western Front,4.7,1
12999,2003,Nip/Tuck: Season 1,1.8,3
13000,1983,Armored Trooper Votoms Stage 3: Deadworld Sunsa,3.6,3
13001,1983,Basket Case,1.4,2
13002,1989,A Nightmare on Elm Street 5: The Dream Child,3.6,2
13003,1999,The Jaundiced Eye,3.6,3
13004,1972,Butterflies Are Free,1.3,2
13005,2001,Sacrificio: Who Betrayed Che Guevara?,1.8,1
13006,1979,Soap: Season 3,3.7,2
13007,1975,Dog Day Afternoon,4.8,3
13008,1997,Mrs. Dalloway,2.6,3
13009,2004,Yoga: Step by Step,3.5,3
13010,1996,Angels and Insects,4.5,3
13011,2000,Kaho Naa Pyaar Hai,2.9,3
13012,2003,Genius,2.8,2
13013,1982,Simon and Garfunkel: Concert in Central Park,4.9,1
13014,1992,Forever Knight: The Trilogy: Part 1,2.8,1
13015,1987,The Lost Boys: Special Edition,4.5,3
13016,2004,Agatha Christie's Poirot: The Hollow,1.5,1
13017,2002,Dragon Ball: Commander Red Saga,3.1,3
13018,1968,Spirits of the Dead,4.5,3
13019,2004,1421: The Year China Discovered America?,1.8,3
13020,1977,Jabberwocky,1.5,2
13021,1999,Travel the World by Train: North America,3.7,2
13022,1972,Lucio Fulci: Don't Torture a Duckling,3.1,2
13023,1990,Rosencrantz and Guildenstern Are Dead,4.2,1
13025,2004,Cavedweller,2.4,2
13026,1998,Raped By an Angel 2: Uniform Fan,4.4,2
13027,2005,WWE: The Great American Bash 2005,2.5,1
13028,1992,Doing Time on Maple Drive,2.8,3
13029,2005,Inside Deep Throat,3.7,2
13030,1999,To Serve and Protect,4.4,2
13031,1989,Star Trek: The Next Generation: Season 3,3.6,3
13032,2004,The Stone Cold Truth,1.1,1
13033,2000,Death Row Uncut,3.4,2
13034,1954,Knights of the Round Table,3.9,1
13035,2004,Mind Hunters,2,3
13036,2004,Lingerie Bowl 2004: The Ultimate Catfight,4.8,1
13037,1994,Main Khiladi Tu Anari,1.6,2
13038,1996,Sci-Fighters,3.4,2
13039,1997,Paradise Road,3.2,3
13040,1977,Day of the Animals,4.2,1
13041,1987,The Believers,1.7,1
13042,2001,Will & Grace: Season 4,2.3,2
13043,1986,Hard Lessons,3.2,2
13044,2003,Crunch: Fat-Burning Pilates,4.5,3
13045,1998,Don't Let Me Die on a Sunday,1.4,3
13046,2005,Mysterious Skin,4.3,2
13047,2002,What's New Scooby-Doo?,4.1,1
13048,1969,Battle of Britain,4.3,3
13049,2002,The Jimmy Show,3.5,1
13050,2002,Two Weeks Notice,2.6,2
13051,2004,Ghost in the Shell: Stand Alone Complex,4.7,2
13052,1993,What's Eating Gilbert Grape,4.2,2
13053,1965,The Beast that Killed Women/ The Monster of Camp Sunshine,4.4,2
13054,2004,Pingu: Chillin' with Pingu,3.3,1
13055,1981,Rocky (Hindi),2.5,1
13056,1999,Bicentennial Man,2,3
13057,1942,Val Lewton: Cat People / The Curse of the Cat People,2.5,1
13058,1991,Backdraft,3,2
13059,1983,The Man Who Loved Women,2.9,1
13060,2004,Rockets Redglare,2.1,1
13061,1973,Lady Snowblood,2.2,3
13062,2000,Buzz Lightyear of Star Command: The Adventure Begins,4.2,3
13063,1997,That Darn Cat,4.4,2
13064,1996,Danielle Steel's Remembrance,3.7,2
13065,2004,Clifford's Really Big Movie,1.7,1
13066,2000,Bullfighter,4.7,2
13067,2004,The 24th Day,3,1
13068,1997,Oscar and Lucinda,1.1,2
13069,2001,Learning Guitar for Dummies,3.7,3
13070,2002,Down and Out With the Dolls,4.3,1
13071,2000,Daydream Believers: The Monkees Story,1.3,1
13072,1987,Nuts,2.7,3
13073,1946,It's a Wonderful Life,3.3,3
13074,2002,The Transporter,3.7,3
13075,2004,Inheritance,1.4,3
13076,1948,Call Northside 777,4.2,1
13077,1981,Friday the 13th: Part 2,3.8,2
13078,2004,WWE: Bad Blood '04,4.8,2
13079,1976,The Best Way to Walk,2.5,1
13080,1943,Destination Tokyo,3.1,2
13081,2004,Troy,2.5,3
13082,1974,Chinatown,4.8,1
13083,1988,A Short Film About Killing,4.3,2
13084,1997,Mystery Science Theater 3000: Prince of Space,3.3,1
13085,1991,Bikini Summer,1.1,2
13086,1998,Relax ... It's Just Sex,4.5,1
13087,2004,A Home at the End of the World,5,3
13088,1999,Mystery Science Theater 3000: The Girl in Gold Boots,1.4,2
13089,1991,Talent for the Game,2.9,1
13090,2002,Notorious C.H.O.,1.5,2
13091,1993,Malice,2.7,1
13092,1975,The Hindenburg,4.4,2
13093,1971,The Trojan Women,4.3,1
13094,1999,SpongeBob SquarePants: Lost at Sea,4,2
13095,1998,The Rat Pack,4.8,3
13096,1934,Twentieth Century,4.7,1
13097,2003,Andaaz,2.5,1
13098,2001,The Animal,2.5,3
13099,1946,The Spiral Staircase,3.2,1
13100,1989,Kiki's Delivery Service,4.4,2
13101,1999,Short #2: Dreams,1.3,3
13102,2000,Coyote Ugly,1.2,3
13103,1998,The Dinner Game,2.1,2
13105,2000,Manilow: Live,2.5,1
13106,1993,Iron Maiden: Raising Hell,2.3,1
13107,1958,Touch of Evil,1.9,2
13108,2003,Little House on the Prairie: Journey in the Spring,4.5,2
13109,2005,Batman vs. Dracula,4.2,2
13110,2000,The Book of Stars,2,2
13111,1999,The Best of Ripley's Believe It or Not,1,2
13112,2003,Anna in Kung Fu Land,2.9,2
13113,1978,The Betsy,2.2,1
13114,1985,The Twilight Zone: The 80s: Season 1,1.9,1
13115,2004,Raise Your Voice,3.4,2
13116,1979,Unidentified Flying Oddball,2.9,1
13117,1987,Gunsmoke: Return to Dodge,2.7,1
13118,2000,The League of Gentlemen: Christmas Special,3.8,2
13119,1987,Ernest Goes to Camp,4.7,1
13120,1988,I Love Maria,2.8,1
13121,1946,The Strange Love of Martha Ivers,1.4,2
13122,1975,Hera Pheri,1.7,3
13123,1976,MASH: Season 5,1.2,2
13124,1961,The Errand Boy,3.6,1
13125,1988,Scooby-Doo and the Ghoul School,2.2,3
13126,2004,Relative Evil,3.9,1
13127,2003,The Hard Road,3.1,2
13128,1987,Wall Street,1.2,3
13129,1998,Sex and the City: Season 1,2.6,2
13130,1952,Sudden Fear,4.4,1
13131,1978,Edward & Mrs. Simpson,3.2,1
13132,1990,Hetty Wainthropp: Missing Persons,4.5,1
13133,2000,Sunset Strip,4.2,2
13134,1963,Three Stooges 75th Anniversary Edition,2.5,1
13135,1976,Assault on Precinct 13,1.2,3
13136,2004,Thomas & Friends: Thomas and the Jet Engine,4.3,3
13137,2000,Two Shades of Blue,4.8,3
13138,2004,NFL: History of the Oakland Raiders,2.2,1
13139,1987,Maurice,2.5,1
13140,2001,Green Dragon,1.4,3
13141,1978,Rumpole of the Bailey: Series 1 and 2,3,1
13142,2002,Elvis: His Best Friend Remembers,1.2,2
13143,2003,Selena Live: The Last Concert,4.1,3
13144,1993,Mystery Science Theater 3000: Eegah!,1.2,3
13145,1998,Ghulam,1.9,3
13146,2004,Gunslinger Girl,2.2,2
13147,1915,Chaplin's Essanay Comedies: Vol. 1,3.3,1
13148,1995,Anatomy of Desire,4.2,1
13149,1940,Foreign Correspondent,1.6,1
13150,1996,The Odyssey of Life: The Photographer's Secrets: Nova,1.7,1
13152,2001,The Concert for New York City,4,3
13153,2002,Wish You Were Dead,4,3
13154,2003,The Roman Spring of Mrs. Stone,4.1,3
13155,2000,The In Crowd,2.6,2
13156,2000,Bloody Beach,2,2
13157,2004,Poker for Dummies,4.5,3
13158,1999,Paul Robeson: Here I Stand,1.6,2
13159,1995,Jack-O,1.7,2
13160,1992,Roja,2.9,3
13161,2003,American Folk Blues Festival: 1962-1966,3.8,2
13162,1969,The Doors: Soundstage Performances,4.9,2
13163,2003,NHL: Ultimate Gretzky,1.8,2
13164,2001,Pokemon: Mewtwo Returns,3.7,3
13165,1987,I Was a Teenage Zombie,2.7,2
13166,1971,They Call Me Trinity,2.9,1
13167,1990,Inspector Morse 14: Driven to Distraction,5,3
13168,1972,Beware! The Blob,1.1,2
13169,1932,The Old Dark House,2,2
13170,1986,Dragon Ball: King Piccolo Saga: Part 2,1.8,3
13171,2000,Solomon and Gaenor,4.3,2
13172,1999,Gen-X Cops,2,3
13174,1999,I'll Take You There,2,3
13175,1992,Rapid Fire,2.9,1
13176,2002,Respiro,3.8,2
13177,2002,CSI: Miami: Season 1,1.5,2
13178,1995,Ulysses' Gaze,1.5,1
13179,2002,Monday Night Mayhem,4.7,2
13180,1998,Class Trip,4.3,2
13181,2002,Murder in Greenwich,4.9,3
13182,1978,Return from Witch Mountain,4.2,3
13183,1974,Story of Jacob and Joseph,1.9,2
13184,1988,High Spirits,4.5,2
13185,2001,Basic Yoga Workout for Dummies,3.1,1
13186,1995,Neon Genesis Evangelion: Death and Rebirth,1.5,2
13187,1949,Take Me Out to the Ball Game,4.7,2
13188,1977,Are You Being Served?: The Movie,4.6,1
13189,2002,Cypher,4.9,1
13190,1999,To the Moon: Nova,1.8,3
13191,2004,Lucky 13,1.6,3
13192,2001,Moulin Rouge: Bonus Material,3.3,2
13193,2003,Pauly Shore is Dead,4.2,1
13194,1976,The Tenant,1.7,1
13195,1997,Austin Powers: International Man of Mystery,1.3,1
13196,1997,Going All the Way,1.4,1
13197,2004,Veer-Zaara,5,3
13198,1995,Ren & Stimpy: Season 5 and Some More of 4,4.2,1
13199,2001,Don't Try This at Home: The Steve-O Video,3,1
13200,1995,Night Hunter,4.2,1
13201,1993,Deadful Melody,3.3,2
13203,2003,And Starring Pancho Villa as Himself,5,1
13204,1998,James Taylor: Pull Over,2,3
13205,2004,Rescue Me: Season 1,2.3,2
13206,1995,Sharpe 6: Sharpe's Gold,2.5,3
13207,1993,The Joy Luck Club,2.3,1
13208,1994,High Crusade,2.6,1
13210,1992,Men Behaving Badly: Series 2,1.4,2
13211,1999,Idle Hands,2.7,3
13212,1984,The Company of Wolves,2.8,3
13213,1954,Casanova's Big Night,4.5,1
13214,1999,Shiri,4,3
13215,1980,Galaxina,3.4,2
13216,1996,The Juror,4.7,1
13217,1983,Mr. Mom,4.5,1
13218,2003,The Complete Holy Bible: King James Version,1.3,1
13219,1996,Jane Eyre,4.6,1
13220,2000,Once in the Life,4.7,3
13221,1999,Rowdy Girls,3.6,2
13222,2005,Ghost Watcher 2,2,1
13223,1997,Heaven's Burning,3.2,2
13224,2002,Beauty and the Breast,1.2,2
13225,1997,Under Pressure,2.4,3
13226,1988,Salsa,4.8,3
13227,1990,Marked For Death,3.1,2
13228,1966,Frankie and Johnny,3.7,2
13229,2000,The Brak Show: Vol. 1,4.8,1
13230,1950,Born Yesterday,4,2
13232,1991,Delirious,4.5,1
13233,1974,Electra Glide in Blue,4.6,2
13234,1997,Mortal Kombat: Annihilation,2,2
13235,2000,Lisa Picard Is Famous,3.6,1
13236,1963,Raiders of Leyte Gulf,3.5,1
13237,2002,Partners in Action,1.7,2
13238,1992,The Cement Garden,3.5,1
13239,1998,Image of an Assassination: A New Look at the Zapruder Film,3.7,2
13240,2000,101 Reykjavik,3.1,2
13241,1993,Arctic Blue,3.9,3
13242,1977,Audrey Rose,3.9,1
13243,1997,Deewana Mastana,3,2
13244,1993,Striking Distance,1.8,1
13245,1934,The John Wayne Collection: Vol. 4: Lawless Frontier / Randy Rides Alone,4.4,1
13246,1999,Rollercoaster,1.9,3
13247,1993,One Nation Under God,3.6,1
13248,1993,Last Action Hero,4.4,1
13249,2003,The Butterfly,1.9,3
13250,2000,Mother & Son,2.3,3
13251,1970,The Aristocats,4.7,2
13252,1967,Gamera vs. Monster X / Monster from a Prehistoric Planet: Double Feature,4.6,2
13253,1946,Sherlock Holmes: Dressed to Kill,2.9,2
13254,2000,Steal This Movie!,1.6,1
13255,2005,Crash,4.5,3
13256,2004,J.K. Rowling and the Birth of Harry Potter,1.4,1
13257,1993,Aaina,4.9,3
13258,2003,Gozu,1.4,1
13259,1940,Brigham Young,4.4,2
13260,2001,The Best of the Improv: Vol. 4,3.1,1
13261,1977,The Deep,2.7,2
13262,1991,Children of the Night,2.6,3
13264,1994,The Bible Collection: Abraham,2.6,1
13265,1991,The Dark Wind,4.4,3
13266,1995,P.D. James: A Mind to Murder,4.2,2
13267,2002,Gorillaz: Phase One Celebrity Take Down,2.4,2
13268,2001,Tomorrow Man,4.2,1
13269,1944,National Velvet,1.1,3
13270,1958,Gigi,2.8,1
13271,2001,Double Whammy,1.5,1
13272,2001,Gladiator Challenge,2.6,1
13273,2004,House of Flying Daggers,2.6,2
13274,1996,Daredevil vs. Spiderman,2.5,3
13275,2004,Anything But Love,2,3
13276,1984,The Ice Pirates,2.1,3
13277,1992,Iron Eagle 3: Aces,4.1,1
13278,1999,Gundress: The Movie,2.9,2
13279,1999,Best of the Chris Rock Show: Vol. 1,3.7,1
13280,1995,Specimen,2.8,1
13281,2002,SuperFire,4.2,1
13282,2004,A Tale of Two Sisters,2.6,2
13283,2003,The Wiggles: Cold Spaghetti Western,3.4,1
13284,2003,Tube,2.5,1
13285,1965,Lord Jim,3.7,1
13286,2002,Shark Attack 3: Megalodon,4.6,3
13287,1995,A Touch of Frost: Season 3,4.2,1
13288,2002,All I Want,2.8,2
13289,2005,Pride FC: Pride Fighting Legacy: Vol. 1,2.1,1
13290,2002,The Legend of Leigh Bowery,4.7,3
13291,2003,Son Frere,5,2
13292,2001,The Truth About Jane,1.6,3
13293,2004,Home on the Range,4.5,1
13294,2003,Mudvayne: All Access to All Things,2.3,2
13295,2000,Free Tibet,2.4,2
13296,1996,Slayers: Return,1.8,3
13297,2004,Cirque du Soleil: Midnight Sun,3.8,1
13298,1985,National Lampoon's European Vacation,2.9,2
13299,2003,Mango Yellow,3.3,3
13300,1958,Thunder Road,3.1,3
13301,2002,11-Sep,2.4,1
13302,1974,Blazing Saddles,2.8,2
13303,1992,Andy Kaufman: I'm from Hollywood/My Breakfast with Blassie,4.3,3
13304,1994,Little Giants,1.7,1
13305,2001,Stage Ghost,1.5,3
13306,1971,Guddi,2.2,1
13307,1970,Cromwell,3.7,2
13308,2001,Born Wild,4.2,3
13309,1995,Magic in the Water,4.3,1
13310,2001,Come Together: A Night for John Lennon's Words and Music,4.4,2
13311,1989,Lock Up,3.4,1
13312,2003,Anastasia,1.4,1
13313,1978,Battlestar Galactica: Complete Epic Series,2.7,1
13315,2001,Harry Potter and the Sorcerer's Stone: Bonus Material,3.8,2
13316,2002,Hukkle,2.7,2
13317,2002,The Eye,4,3
13318,2003,The Core,4.6,2
13319,2003,Anything Else,3.3,3
13320,2000,Maze,1.9,2
13321,2001,Kuch Khatti Kuch Meethi,3.7,2
13322,2000,Escape Under Pressure,2.9,3
13323,1996,Bitter Sugar,3.7,1
13324,1999,Elizabeth Cady Stanton & Susan B. Anthony,3.1,1
13325,2004,Ultimate Bellydance Fitness Workout,4.4,2
13326,1987,House of Games,2,3
13327,2001,The Tailor of Panama,4.6,2
13328,1994,Death and the Maiden,2.5,3
13329,2004,WWE: Rob Van Dam: One of a Kind,1.4,3
13330,2002,Korn: Live,5,2
13331,1995,Gamera 1: Guardian of the Universe,2.5,3
13332,2004,The Ghosts of Edendale,2.7,1
13333,1989,Transylvania Twist,3.3,3
13334,2000,Catfish in Black Bean Sauce,3.5,2
13335,2001,Marcus Garvey: Look for Me in the Whirlwind: American Experience,4.2,3
13336,2000,Merci Pour Le Chocolat,4.9,3
13337,1967,Lost in Space: Season 3: Vol. 1,3.2,2
13338,1993,Raped by an Angel,2.4,1
13339,1984,No Small Affair,1.4,3
13340,2004,The Hillside Strangler,1.5,2
13341,2000,Pyrokinesis,3.5,2
13342,2003,Bulletproof Monk,1.5,2
13343,2002,Big Girls Don't Cry,2,2
13344,1985,Keith Jarrett: Standards,3.8,3
13346,2002,Heart: Alive in Seattle,2.9,2
13347,2002,Embrace the Darkness 2,1,3
13348,1998,Jeans: Tamil,2.9,2
13349,1949,The Set-Up,1.3,1
13350,1971,Murphy's War,1.9,2
13351,2002,Harry Potter and the Chamber of Secrets: Bonus Material,4,2
13352,1992,White Sands,3.3,3
13353,1997,Paul McCartney: In the World Tonight,4.4,2
13354,2004,Vampires vs. Zombies,4.7,1
13355,2004,Dido: Live at Brixton Academy,4,1
13356,2002,The Order: From Cremaster 3,2,1
13357,2004,Dale Earnhardt Jr.: Any Given Day,3.3,2
13358,2001,Jesus Christ Vampire Hunter,2.9,1
13359,2002,Chicago,3.1,2
13360,2003,NBA at 50,4.6,3
13361,1998,Life of a Gigolo,2.1,1
13362,1997,The Fire That Burns,3.7,3
13363,1986,Saint Seiya,4.9,3
13365,2003,UFC: Ultimate Fighting Championship: Ultimate Knockouts 1 & 2,4.5,3
13366,1989,For All Mankind,3.4,3
13367,2002,The Mummy: Quest for the Lost Scrolls,2.1,1
13368,1999,Sarfarosh,4.4,1
13369,2002,PRIDE Fighting Championships: Cold Fury 2,2.8,3
13370,2002,Justice League: Paradise Lost,3.9,3
13371,1997,Chuck Norris: Private Lesson,4.5,1
13372,2002,Code Hunter,4,1
13373,2003,Berga: Soldiers of Another War,3.2,2
13374,1933,Dinner at Eight,3.9,1
13375,1963,Andy Griffith Show: Classic Favorites,1.5,2
13376,1989,Ram Lakhan,3.9,1
13377,1963,Winter Light,2,1
13378,1940,His Girl Friday,1.9,2
13379,2003,Kim Possible: A Sitch in Time,2.2,1
13380,1949,Stray Dog,3.6,3
13381,2003,Prey for Rock and Roll,2.4,3
13382,1986,The Mosquito Coast,4.7,1
13383,2000,If These Walls Could Talk 2,1,3
13384,1979,Kramer vs. Kramer,2.8,2
13385,1994,Dandelion Dead,3.6,3
13386,1999,Reign: The Conqueror,1.2,1
13387,2004,Duran Duran: Sing Blue Silver,2.1,2
13388,1960,Breathless,3.6,1
13389,1982,The World According to Garp,3.3,3
13390,2003,Bad Boys II: Bonus Material,3.3,3
13391,1994,True Lies,3.3,2
13392,1983,Terms of Endearment,3.1,1
13393,1990,Alice,2.3,1
13394,2004,John Wayne: American Legend,4.2,1
13395,2002,Jessica Simpson: Dream Chaser,1.4,1
13396,2000,Trading Spaces: Great Kitchen Designs and More!,4.7,3
13397,2003,Scream Bloody Murder,2.3,3
13398,1980,Somewhere in Time,1.8,1
13399,1971,The Strange Vice of Mrs. Wardh,2.9,1
13400,2004,UFC 49: Ultimate Fighting Championship: Unfinished Business,4.1,2
13401,2001,The Hidden Half,4.3,1
13402,2002,The Count of Monte Cristo,1.7,3
13403,1985,When Father Was Away on Business,4.4,2
13404,1968,Shame,2.2,3
13405,2005,My Wife's Murder,2,3
13406,1986,Star Trek IV: The Voyage Home: Bonus Material,1.9,3
13407,1966,Rudolf Nureyev/ Margot Fonteyn: Tchaikovsky: Swan Lake,1.1,1
13408,1994,The Return of the Native,2.6,2
13409,1993,A Perfect World,4.5,1
13410,1960,The 3 Worlds of Gulliver,3.5,2
13411,1997,Koyla,3.3,1
13412,2000,Billy Elliot,5,3
13413,1996,When We Were Kings,4.6,1
13414,1986,William S. Burroughs: Commissioner of Sewers,3.5,2
13415,1984,The Warrior from Shaolin,2.1,3
13416,1997,Inspirations,2.8,1
13417,1997,Home Alone 3,1.5,2
13418,1989,Ghostbusters 2,4.4,2
13419,1994,Vanya on 42nd Street,1.2,1
13420,2004,The Assassination of Richard Nixon,4.4,1
13421,2002,PRIDE Fighting Championships: Beasts from the East,2.6,2
13422,2000,Presidential Bloopers,1.2,1
13423,1998,Gia,4.9,3
13424,2004,Crash of Flight 111: Nova,3.8,2
13425,1997,Israel: A Nation is Born,4.4,1
13426,1962,The Beverly Hillbillies: The Ultimate Collection: Vol. 1,3.8,1
13427,1997,Slayers: Excellent,3.9,1
13429,1998,Getter Robo Armageddon: Vol. 1: Resurrection,2.5,1
13430,2002,Moby Dick: The True Story,3.6,2
13431,1974,Kora Kagaz,2.8,3
13432,1999,The Moonlight Express,4.3,3
13433,1999,Blue Streak,4.9,1
13434,1998,Beast Cops,4.8,1
13435,2004,Madhouse,4.6,1
13436,2001,Dragon Tales: Don't Give Up!,4,1
13437,2002,Dogtown and Z-Boys,2.2,2
13438,1999,Captain Jack,4.8,1
13439,1996,Swingers,1.6,1
13440,1997,Gone Fishin',2.9,1
13441,1949,On the Town,2.6,1
13442,1947,Gentleman's Agreement,2.4,3
13443,2003,Brian Wilson: Pet Sounds Live in London,1.8,2
13444,2004,Hilary Duff: The Girl Can Rock,3,1
13445,1962,Kiss of the Vampire,3.6,2
13446,1941,Walt Disney: On the Front Lines,4.9,1
13447,1994,Revenge of the Kung Fu Master,4.9,2
13448,2005,Fat Actress: Season 1,2.2,1
13449,1997,Squeeze,5,2
13450,1997,Gang Related,2.5,1
13451,1992,The Player,3.2,1
13452,1994,Jailbreakers,3.5,1
13453,1994,Queen Margot,2,3
13454,1952,The Big Trees,4.6,2
13455,2004,Bryan Kest's Power Yoga,3.9,1
13456,1936,Come and Get It,3.7,2
13457,2000,Scooby-Doo's Creepiest Capers,2.4,1
13458,1995,Virtuosity,4.9,3
13459,1996,2 Days in the Valley,4.2,1
13460,1979,Yanks,1.4,1
13461,2002,Dirty Deeds,4.2,1
13462,1999,The General's Daughter,2,3
13463,2000,The Reduced Shakespeare Company,4.8,3
13464,2002,Quicksand,3,2
13465,2000,In the Beginning,3.9,1
